Date,Time,Femman_Temp,Femman_RH,Femman_GlobRad,Femman_AirPressure,Femman_WindSpeed,Femman_WindDir,Femman_Rain,Femman_NO2,Femman_O3,Femman_PM10,Femman_NOx,Femman_PM25,HagaNorra_NO2,HagaNorra_NOx,HagaSodra_PM10,HagaSodra_PM25,Lejonet_GlobRad,Lejonet_AirPressure,Lejonet_Rain,Lejonet_RH,Lejonet_Temp,Lejonet_WindDir,Lejonet_WindSpeed,Mobil1_NO2,Mobil1_NOx,Mobil1_PM10,Mobil2_NO2,Mobil2_NOx,Mobil2_PM10,Mobil3_NO2,Mobil3_NOx,Mobil3_PM10,Mobil2_PM25  
2023-01-01,01:00+01:00,        5.481,          98,           0,     997.474,       1.639,       207.9,           0,      14.103,            ,     42.9528,     13.9756,     31.0947,     12.6728,     13.5129,     40.9543,      34.192,           0,        1000,           0,        99.5,       5.351,       200.7,       1.383,     16.6152,     15.8849,     26.7054,     7.78893,      7.6805,     15.2133,     27.0053,     32.4055,     152.856,     10.8946
2023-01-01,02:00+01:00,        5.529,        99.3,           0,     997.362,       2.309,       191.2,           0,     10.4737,            ,      44.923,     9.78984,     32.7758,     12.2876,     12.8786,     20.4322,     16.9049,           0,        1000,           0,        99.5,        5.37,       172.1,        1.22,     17.6177,      16.537,     15.7838,     11.0392,     11.2917,     15.0043,     12.6472,     14.5261,     21.3518,     11.8211
2023-01-01,03:00+01:00,        5.545,         100,           0,     997.512,       1.552,       194.6,           0,     9.72116,            ,     17.9377,     9.07475,     11.7857,     10.2289,     10.7866,     7.89387,     5.13555,           0,        1000,           0,        99.5,       5.352,       193.8,       1.623,     16.3276,     15.4368,     6.63315,     9.16142,     9.16124,     8.64975,     11.1103,     12.2712,     9.56303,     6.21183
2023-01-01,04:00+01:00,        5.488,        99.8,           0,     997.548,       1.245,       185.3,           0,     7.69565,            ,     11.0732,     7.14774,     5.92921,     8.85321,     9.35503,     6.39097,      4.4145,           0,        1000,           0,        99.5,       5.328,       166.3,       0.998,      15.022,     14.3629,     4.01427,     6.72511,     6.13341,      8.6489,     9.45273,     12.3157,     5.17778,      6.4215
2023-01-01,05:00+01:00,        5.459,        93.6,           0,     997.622,       1.385,       198.4,           0,      5.3308,            ,     9.38016,     4.72638,      4.6694,     5.30708,     5.39819,     3.14002,     1.96862,           0,        1000,           0,        99.1,       5.038,       185.6,       1.089,     12.9767,     13.5176,     0.97035,     4.11213,     3.65649,     7.76768,     6.28138,     6.25854,     1.25138,     4.60312
2023-01-01,06:00+01:00,        5.284,        87.1,           0,     997.959,       1.992,       164.9,           0,     8.14217,            ,     7.49146,      7.7048,      3.7815,     6.78909,     6.92676,     2.05168,     1.93337,           0,        1000,           0,        96.9,       4.899,         133,       1.672,     11.7689,     11.8004,    -1.24378,     3.22982,     2.58661,     5.93401,     10.9725,     10.7907,    -3.33762,     3.40963
2023-01-01,07:00+01:00,        4.972,        87.3,           0,     998.558,       1.146,       156.2,         0.2,      6.2756,            ,     5.08492,     5.83978,     2.32475,     6.20177,     6.55122,     2.99998,     2.49053,           0,        1001,           0,        96.9,       4.638,       161.9,       1.311,     11.1667,     10.0371,    -0.22435,     4.18888,     3.81316,     4.88705,     6.76421,     6.62948,     2.27628,     2.65347
2023-01-01,08:00+01:00,        4.789,        86.8,       0.169,     998.912,       1.748,         172,         0.2,     4.38577,            ,     5.06057,     3.79491,     2.36703,     3.91921,     4.07692,     2.93303,     2.12193,       0.166,        1001,           0,          98,       4.331,       161.8,       1.242,     7.11552,     4.75972,      1.7305,     3.90068,     3.52921,     3.51653,     5.40354,     5.23467,     1.60205,      1.9956
2023-01-01,09:00+01:00,        4.381,        88.2,       3.843,     999.545,       1.891,       164.5,           0,     5.75797,            ,     5.86615,     5.30653,     3.23912,     3.25811,     3.31245,     2.43908,      2.3047,       3.552,        1002,           0,        98.6,       4.068,       167.8,       1.209,     9.20157,     7.78605,   -0.338068,     2.36129,     1.88728,     3.33785,     5.51279,     5.37122, 0.000299915,     1.74992
2023-01-01,10:00+01:00,        4.134,        93.4,       24.54,     999.989,        2.57,       138.8,         0.4,     4.18167,            ,     1.94077,     3.48936,   -0.125433,     3.61277,      3.8583,     2.26748,      2.1217,       25.79,        1002,           0,        99.5,       3.892,           0,       1.994,     6.32071,     4.37263,    0.562834,     2.65355,     1.90145,     3.21625,     4.76306,     6.96645,      1.8492,      1.6323
2023-01-01,11:00+01:00,        3.747,        95.4,       6.009,      1000.6,       1.229,       145.6,           0,     4.58115,            ,     4.64793,     4.03342,     2.51973,     4.24236,     4.80215,     2.45892,       1.915,       6.063,        1003,           0,        99.5,       3.634,       127.7,       1.242,     6.66587,     5.09462,     2.63585,     2.36288,     2.01368,     2.70903,     5.17661,      8.6342,     2.47143,     1.59132
2023-01-01,12:00+01:00,        2.499,        94.3,       15.45,     1000.81,       1.985,       116.4,           1,     4.12238,            ,     3.05057,     3.71761,      1.3759,     3.48122,     3.63158,     1.87465,     2.21729,       14.73,        1003,           0,        99.5,       2.718,       103.3,       1.472,     10.2222,     9.66576,     -2.5698,     3.77362,     3.83152,     2.40735,     6.09188,     8.19339,    -0.73945,     1.38933
2023-01-01,13:00+01:00,        2.095,          95,       37.76,     1001.67,       1.463,        80.2,         2.2,     5.43118,            ,     3.33555,     5.19729,     2.01263,     3.88303,     4.06374,   -0.564183,    0.716933,        39.3,        1004,           0,        99.6,       2.161,       46.01,       1.193,     10.0311,     9.31219,    -6.58964,     6.35533,     7.59219,     2.24707,     5.70763,     5.64922,     -5.8331,      1.2496
2023-01-01,14:00+01:00,        1.986,        96.3,       22.72,     1002.21,       2.581,       27.35,         0.8,     6.67743,            ,      4.0086,     6.62152,     3.00182,      5.3123,     5.54185,     1.87973,     2.72009,       25.18,        1005,           0,        99.6,       2.117,       27.61,       2.038,     14.4721,     13.7161,    0.282233,     5.95526,     5.65733,     1.47597,     11.3172,     13.5216,    -1.21885,    0.891767
2023-01-01,15:00+01:00,        2.029,        97.3,       5.293,     1003.16,       2.166,       37.87,         0.4,      12.735,            ,     4.72681,     13.1365,     4.20237,     9.81779,      10.308,     1.48997,     1.87332,       4.968,        1006,           0,        99.6,       2.043,       36.07,        1.94,     17.6053,     19.7223,      1.0186,     8.74883,     8.82463,     1.35957,     18.6887,     23.6617,      0.3514,     1.10098
2023-01-01,16:00+01:00,        2.084,        97.7,           0,     1004.16,        2.38,       54.87,           0,     15.3376,            ,     -0.4506,     15.7004,    -1.50568,     12.1806,     12.6644,      2.2114,     2.70138,           0,        1007,           0,        99.5,       2.061,       45.43,       1.754,     22.2831,     23.2322,     0.78505,      12.775,     12.3115,      2.1377,     10.5795,     10.7277,     1.54383,     1.59647
2023-01-01,17:00+01:00,        2.133,        98.5,           0,     1004.51,       2.095,       48.03,         0.2,     11.4161,            ,     4.77551,     11.5776,     4.14429,     12.5889,     13.0576,     2.58612,     3.15165,           0,        1007,           0,        99.5,       2.112,       48.98,       1.746,     14.4943,     13.4063,     2.71645,     9.23067,     9.29135,      3.3366,     9.88945,     10.0667,     1.80555,     2.97077
2023-01-01,18:00+01:00,        2.374,        98.2,           0,     1004.83,       2.244,        98.6,         0.2,     11.8962,            ,     5.53426,     12.3745,     5.36405,     10.5492,     10.9612,     2.33583,     2.46165,           0,        1007,           0,        99.5,       2.333,       78.38,        1.73,     15.3673,     15.9638,    0.725734,     6.74118,      7.0603,     2.05002,     11.5284,     13.3094,     2.44723,     1.71868
2023-01-01,19:00+01:00,        2.781,        98.6,           0,     1004.61,        2.29,        89.1,           0,     8.38889,            ,     5.96677,     8.37657,     5.47089,       7.935,     8.17387,     1.74698,     2.02527,           0,        1007,           0,        99.5,       2.572,       60.21,       1.597,       15.59,     14.8055,    0.875867,     9.03249,      8.5663,     1.85393,     6.87581,     7.00549,    0.672267,     1.52165
2023-01-01,20:00+01:00,        4.185,        99.9,           0,     1004.79,       2.243,       156.9,         0.4,     9.62669,            ,     5.49358,     9.58379,     4.85667,     9.26224,     9.56857,     2.95723,     2.28282,           0,        1007,           0,        99.5,       4.048,       123.2,       1.044,     19.6163,     19.6549,     5.57803,     7.58243,     7.47815,     2.81567,     7.82096,     7.91646,     3.34635,     2.11609
2023-01-01,21:00+01:00,        6.844,          95,           0,     1005.07,       5.368,       190.8,           0,     7.93233,            ,     4.26688,     7.44816,     2.60102,     11.2182,     11.8958,      9.7681,     4.56026,           0,        1008,           0,        96.7,         6.9,       192.7,       3.889,      12.329,     11.6362,     21.1681,     4.85506,     4.13487,     5.66515,     6.18983,     6.03998,     12.8088,     3.53172
2023-01-01,22:00+01:00,         7.28,        90.9,           0,     1005.69,           5,       190.5,           0,     4.18414,            ,     14.3743,     3.59992,     6.48988,      5.5298,     5.84867,     20.1507,     6.79948,           0,        1008,           0,        93.8,       7.366,       189.9,        3.77,     8.17732,     7.10501,     18.7333,     4.57253,     3.93737,     15.1032,      4.0834,     4.66537,     25.6157,     9.01575
2023-01-01,23:00+01:00,        7.207,        89.5,           0,     1006.14,       5.156,       190.8,           0,     4.95121,            ,     14.6238,     4.27625,     1.96702,     5.95155,     6.13058,     18.1862,     7.40533,           0,        1009,           0,        93.2,       7.261,       187.8,        3.83,     8.74091,     7.75404,     16.7208,     5.20738,     4.62984,     16.0345,     4.69132,     4.77963,     19.9618,     9.28633
2023-01-01,24:00+01:00,        7.397,        88.7,           0,      1006.8,       5.107,       190.9,           0,     7.26556,            ,     18.0372,     6.80891,     5.15318,     7.79762,     7.99755,     17.7713,     7.62138,           0,        1009,           0,        93.3,       7.431,       177.6,       4.733,     10.0031,     8.30321,     16.8044,     7.64252,     7.34912,     16.1452,     6.68246,     7.45841,     18.3582,     9.51466
2023-01-02,01:00+01:00,        7.217,        90.3,           0,     1006.85,       4.276,       192.5,           0,     6.04339,            ,     17.4603,     5.68335,      4.7714,     6.44711,     6.59396,     17.8022,     7.52952,           0,        1009,           0,        94.8,       7.263,       186.1,       3.386,     10.1414,     8.64136,     16.7257,     6.71381,     6.58561,     15.3543,      6.5807,     10.4595,     19.2492,       9.185
2023-01-02,02:00+01:00,        7.301,        91.7,           0,     1006.42,       4.856,       192.4,           0,     5.42099,            ,      19.494,     4.93699,      7.0622,     5.65164,     5.75024,     18.0915,     7.15558,           0,        1009,           0,        95.2,       7.388,       190.9,       3.315,     9.04604,     7.27211,     17.6216,     6.26079,     5.41802,     16.5718,     4.62652,     4.48571,     19.4657,     9.67484
2023-01-02,03:00+01:00,        7.344,        92.9,           0,     1006.49,       3.683,       190.7,           0,     6.59992,            ,     19.1372,      6.0856,     5.27245,     7.01138,     7.09713,      19.467,     7.28835,           0,        1009,           0,        96.1,        7.46,       185.7,       2.947,      9.7198,     7.69336,     19.0965,     7.97504,     7.65573,     18.4673,       5.424,     5.26442,     20.5262,     10.8365
2023-01-02,04:00+01:00,        7.504,        94.5,           0,     1006.34,       4.242,       185.4,           0,     5.62923,            ,      21.586,      5.1435,     4.44106,     5.64279,     5.72643,     23.3297,     9.09496,           0,        1009,           0,        97.8,       7.376,       171.2,       3.182,     8.39511,     6.55568,     23.3127,     6.41441,      5.9798,     19.8772,     4.26168,     4.02081,     25.4105,     12.3345
2023-01-02,05:00+01:00,        7.227,        97.2,           0,     1006.12,       3.554,         192,           0,     4.97852,            ,     21.5447,     4.34237,     3.42732,     5.71876,     5.87862,     23.5695,      9.1981,           0,        1008,           0,        99.5,       7.343,       178.1,       2.467,     7.53651,      5.7999,     21.4747,     6.85604,     6.11201,     20.2905,     4.69705,     4.47068,     25.0107,     12.7158
2023-01-02,06:00+01:00,        6.661,         100,           0,     1005.88,       4.484,         192,         0.2,     8.72879,            ,     24.5792,     8.46448,     5.89872,      10.081,      10.534,     21.0655,     9.50926,           0,        1008,           0,        99.5,       6.988,         191,       3.179,     13.3915,     11.8701,     17.3743,     11.5497,     12.1017,     17.8065,      9.0811,     12.2784,     24.3822,     12.1815
2023-01-02,07:00+01:00,        7.368,        99.3,           0,     1005.57,       3.072,       182.2,           0,     10.2936,            ,     20.6755,     10.0909,      5.9543,     11.6019,     12.3099,      12.804,     6.88765,           0,        1008,           0,        99.5,       7.192,       171.1,       2.692,     16.5078,     15.8215,     9.87312,     11.4715,     11.3595,     13.3528,     8.44753,     8.59921,     12.0983,     10.1565
2023-01-02,08:00+01:00,        6.991,        95.8,       0.271,     1005.45,       4.882,       170.6,           0,     12.3189,            ,      16.313,     12.4868,     5.48303,     13.2749,     15.0046,     13.9688,     7.03325,       0.276,        1008,           0,        99.5,        6.82,       148.3,       2.689,     19.8273,     20.8298,     13.9983,     12.5036,     12.2304,     12.5555,     10.8029,     11.5955,     14.3576,      9.3475
2023-01-02,09:00+01:00,        7.111,        90.6,       6.782,     1005.31,       2.863,       164.6,         0.2,     11.0453,            ,     13.0065,     11.1684,      3.0934,      12.513,     14.0387,      2.6614,      2.0584,       6.499,        1008,           0,        99.5,       6.494,       156.5,       2.864,     11.7391,     10.6751,    -3.87947,     7.38306,     6.80331,     6.80537,      9.1738,      9.6172,  -0.0619332,     4.88298
2023-01-02,10:00+01:00,        7.487,        92.9,        14.9,     1005.61,       2.016,       197.2,           0,     13.7977,            ,      6.0238,      14.438,     2.39595,     13.6122,     15.2107,     2.35303,     2.44313,          12,        1008,           0,        99.5,         6.7,           0,       1.069,      9.5874,     8.25737,     1.39427,     5.73709,     5.10903,     3.74949,     14.2669,     15.2809,     3.35247,     2.73698
2023-01-02,11:00+01:00,        7.442,        96.5,       10.64,     1005.08,       2.242,       184.4,           0,     13.6747,            ,     7.34652,     13.9151,      4.1715,     14.3937,     15.5565,     6.99113,     4.77654,       10.92,        1007,           0,        99.5,       6.866,       155.2,       1.079,     24.3118,     27.4053,     9.51871,     9.19183,     9.53583,     4.93346,      12.385,     14.7214,     7.35743,     3.69897
2023-01-02,12:00+01:00,        7.391,        95.6,       12.29,     1004.83,       1.266,       250.6,         1.2,     14.8721,            ,      7.7263,     15.2143,     4.34988,     15.6914,     16.9834,       4.177,     2.66755,       12.13,        1007,           0,        99.5,       6.632,       252.4,       0.982,     32.2372,     40.7614,     2.46183,     11.2558,     10.9349,     5.30453,     12.4297,     14.8062,     2.82807,     4.22718
2023-01-02,13:00+01:00,        7.346,        95.7,       11.61,     1004.25,       0.705,       249.1,         1.2,      18.801,            ,     13.6032,     18.9869,     10.9915,     17.3771,     18.5438,     3.64208,     2.70032,       11.29,        1007,           0,        99.5,       6.409,       325.9,       0.747,     40.7246,     55.6227,     2.08352,     14.0467,     14.2186,     4.49672,      18.822,     19.9337,     2.01025,     3.25957
2023-01-02,14:00+01:00,        7.203,          97,       11.54,     1004.29,       1.242,       287.8,         0.8,     27.7008,            ,     9.44633,     28.4324,     6.87652,      17.261,     17.7515,     2.90608,      2.6536,       12.66,        1007,           0,        99.5,        6.31,       266.3,       1.164,     57.1279,     94.9675,     1.36797,      12.883,     13.1021,     5.06633,      20.169,     21.1162,     2.25055,      3.4637
2023-01-02,15:00+01:00,        6.722,        98.9,       0.629,     1004.57,       0.974,       323.5,           1,     34.3069,            ,     8.02686,     35.6556,     5.81002,      53.744,     69.0237,     5.37748,      5.0408,       0.663,        1007,           0,        99.5,       6.097,       291.6,       0.764,     69.7185,     112.069,     3.14497,     24.7248,     25.2272,     4.32507,     40.2128,     46.0993,     4.43355,     3.40115
2023-01-02,16:00+01:00,        6.854,          99,           0,     1004.82,       1.277,       248.8,         0.8,     40.3905,            ,     5.55839,     44.5194,     3.33975,     46.6831,     53.0021,     2.84308,     2.76002,           0,        1007,           0,        99.5,       5.991,       269.9,       0.753,     84.5359,      148.94,     3.29973,     37.9802,     39.4832,      5.5973,     45.4592,     58.3909,     2.89775,      4.1496
2023-01-02,17:00+01:00,        6.339,        98.9,           0,     1005.21,       2.243,       277.3,         0.4,     48.2182,            ,     5.97485,     67.3136,     4.31396,     59.9012,     99.0957,      4.4822,     3.44312,           0,        1008,           0,        99.5,       4.939,       5.232,       0.981,     85.5165,     169.473,     3.96252,            ,            ,       6.765,            ,            ,     3.96277,      4.4063
2023-01-02,18:00+01:00,         6.02,        98.5,           0,      1005.5,       1.338,       251.4,         0.6,            ,            ,     6.41987,            ,      3.6025,     50.4709,     65.6482,     2.93477,        2.55,           0,        1008,           0,        99.5,        4.37,       2.316,       1.015,     51.7476,     84.9948,      0.3175,     30.6566,     30.8646,     6.00558,     25.3002,     29.8218,      0.8483,     3.48417
2023-01-02,19:00+01:00,         4.23,        98.4,           0,     1005.86,       1.422,       27.64,         0.6,     28.2873,            ,     5.81802,     29.9841,     4.60326,     31.8394,     33.9506,     2.37582,     2.33305,           0,        1008,           0,        99.5,       3.885,       3.789,       1.036,     58.8186,     87.0055,    0.395234,     29.0137,     30.3084,     3.56635,     33.1455,     46.4023,    -1.13557,     1.89223
2023-01-02,20:00+01:00,        4.627,         100,           0,     1005.66,       0.761,        91.4,           0,     43.7265,            ,     5.74462,     65.5359,     3.56377,     32.3433,     34.2495,     2.83393,     3.00607,           0,        1008,           0,        99.5,        4.24,       56.76,       0.757,     44.9078,     59.4273,    0.525333,     26.7508,     28.9106,     3.39323,     42.0402,     60.1611,     2.34617,     2.06717
2023-01-02,21:00+01:00,        5.133,         100,           0,     1005.66,       3.353,       179.8,         0.2,     39.5477,            ,     6.49036,     61.8176,     1.98627,     13.7952,      14.692,    0.689683,     1.20083,           0,        1008,           0,        99.5,       4.522,       102.5,       1.779,     23.4471,     23.4088,    -2.01015,     11.2584,     11.0048,      3.4208,     34.4954,     51.1294,     7.77393,     2.21383
2023-01-02,22:00+01:00,        5.128,          97,           0,     1005.51,       1.143,       142.1,         3.2,     12.4138,            ,     6.43857,      11.977,     4.10398,      8.6409,     8.88658,    0.672767,    0.952433,           0,        1008,           0,        99.5,       4.823,       124.9,       1.241,      16.873,     17.8129,    -8.06689,      5.6032,     5.26603,     1.87018,     11.9195,     12.1059,    -1.69763,     1.17342
2023-01-02,23:00+01:00,        3.549,        99.6,           0,     1005.81,       3.165,       20.81,         1.2,     11.0765,            ,      2.1867,     10.5283,      1.0447,     12.8312,     12.9744,    0.800017,    0.326684,           0,        1008,           0,        99.5,       3.442,       358.6,       2.375,     22.2531,     23.0001,     3.11167,     7.99607,     7.12292,      2.7865,     11.1943,     11.1535,   -0.959266,     1.27855
2023-01-02,24:00+01:00,        2.364,         100,           0,     1006.97,       2.768,       2.734,           0,      17.572,            ,      1.7338,     17.8087,      0.9487,     15.1562,     15.5089,    0.268333,     1.39532,           0,        1009,           0,        99.5,       2.356,       0.679,         2.5,     19.0896,     17.9532,    -3.74433,     10.1792,     9.53035,     2.14195,     14.3264,      14.623,      -3.697,     1.49663
2023-01-03,01:00+01:00,        1.055,        99.7,           0,     1009.03,       2.782,       331.9,           0,     6.71333,            ,     3.81915,      6.9106,     3.16945,     6.14553,     6.46188,    -1.42807,     1.69635,           0,        1011,           0,        99.5,       0.851,       326.8,       3.098,     13.6296,     13.1841,    -9.27745,     8.29912,     7.83398,     1.51737,       5.353,     5.93863,    -5.51542,     1.13423
2023-01-03,02:00+01:00,         0.75,        98.9,           0,     1010.46,       1.675,       335.6,         0.2,     3.26664,            ,     1.73028,     2.80432,     1.65512,     2.04525,      2.2025,    -2.06525,     1.45945,           0,        1013,           0,        99.5,       0.213,       357.5,       2.373,     5.47854,     4.34727,    -7.55593,     2.51395,      2.3065,    0.422433,     1.82771,       1.629,    -7.24385,    0.297516
2023-01-03,03:00+01:00,        0.605,        98.3,           0,     1011.62,       1.737,       341.6,         0.2,     2.29094,            ,     1.31475,     1.77971,      1.1143,     2.30678,     2.63799,    0.690833,     2.07639,           0,        1014,           0,        99.5,        0.33,       340.7,       1.171,     5.18911,     3.81774,    -1.22387,     2.43003,     1.71716,    0.354084,     2.48502,      2.4227,    0.269166,    0.258133
2023-01-03,04:00+01:00,        0.535,        96.9,           0,     1012.59,       1.536,       310.7,           0,     3.07999,            ,     1.88362,     2.54505,      1.6226,     2.09069,     2.26561,     -0.2386,     1.19807,           0,        1015,           0,        99.6,         0.2,       294.8,       1.429,     6.73442,     5.24931,    -3.20576,     2.28192,     2.22969,     0.53175,     2.59679,     2.36398,    -1.78027,    0.364733
2023-01-03,05:00+01:00,        0.909,        95.9,           0,     1013.39,       1.965,       290.8,           0,     2.52947,            ,      0.1687,     2.06047,    -0.43645,     2.65178,     2.81326,     0.24275,     1.82083,           0,        1016,           0,        99.6,       0.498,       289.4,       1.822,     11.2958,     10.3978,   -0.654182,     4.96703,     4.75761,     0.98125,     2.69288,     2.44341,   -0.705817,    0.796967
2023-01-03,06:00+01:00,        0.757,        93.3,           0,     1014.26,        1.92,       292.3,           0,     2.69235,            ,   0.0654833,      2.3345,   -0.373067,     5.61216,     5.98125,     2.94638,     2.97447,           0,        1017,           0,        98.5,       0.444,       288.6,       2.737,     12.9397,     14.5214,     3.75706,     3.03289,     3.12567,     1.65852,     5.02831,     5.16038,     3.92832,     1.09147
2023-01-03,07:00+01:00,        0.927,        91.6,           0,     1014.98,       1.416,       301.8,           0,     4.35802,            ,    0.131633,     4.00895,    -0.51875,     10.9028,     12.5271,    0.973001,     1.44803,           0,        1017,           0,        97.6,       0.317,       303.1,       1.265,      23.271,     33.5933,    0.164317,     4.18818,     4.25733,     2.57173,     9.76659,     12.2733,    0.176883,     1.41965
2023-01-03,08:00+01:00,        0.796,        90.4,       1.819,      1015.9,       1.555,       276.9,           0,      12.057,            ,      2.4168,     12.4253,     0.60855,     43.8949,     52.8394,     4.39883,      2.9725,       1.657,        1018,           0,        98.1,       0.024,         278,       1.182,     52.0671,     89.8978,      2.2668,     9.48302,      8.7525,      4.9859,     18.5769,     21.3394,     3.84582,     2.02727
2023-01-03,09:00+01:00,        0.603,        88.7,       38.52,     1016.88,       1.233,       314.2,           0,     20.8238,            ,       2.078,     26.4243,   0.0967666,     23.4003,     26.0782,     4.03167,     3.09698,       29.41,        1019,           0,        97.5,      -0.249,       279.1,       1.333,     50.6413,     97.0419,     1.98703,     10.2283,     9.85693,      5.1392,     20.9676,     23.8399,     3.93298,     2.29441
2023-01-03,10:00+01:00,        1.078,        84.3,         102,     1017.65,         1.4,       273.4,           0,     14.1728,            ,     2.95823,     15.0141,       1.197,     21.1568,     24.7675,     3.57975,      2.8689,        90.7,        1020,           0,        94.7,       0.133,       283.3,       1.043,     55.6796,     97.9635,     1.04347,      9.6286,     10.9441,     3.92775,      17.561,      21.068,     2.92103,     2.05847
2023-01-03,11:00+01:00,        1.108,       78.03,       49.08,     1018.43,       1.837,       317.1,           0,     13.0176,            ,     6.59957,     13.8638,     5.58747,     54.4036,     84.4142,     3.80612,     2.79645,       50.63,        1021,           0,        87.4,       0.487,       302.9,       1.942,     39.6271,     64.2378,     2.05447,     9.63939,     10.5352,     3.72908,     20.4763,     28.0742,     3.10988,      1.8743
2023-01-03,12:00+01:00,         1.07,     71.4401,       59.27,     1018.82,       1.479,       318.8,           0,     10.5598,            ,     4.40759,     11.3748,     2.96946,     23.1833,     30.1428,      4.6815,     3.12115,       61.86,        1021,           0,       79.78,       0.523,       316.3,       1.753,     41.2267,     70.0582,     1.77508,     13.8382,     16.3072,     3.76338,     15.8385,     19.6301,    0.606317,     1.93447
2023-01-03,13:00+01:00,        0.488,       66.91,       45.88,     1018.95,       1.777,       25.38,           0,     16.0085,            ,     4.12355,     18.1248,     1.99308,      24.377,     36.2653,     1.22948,     1.57345,       43.91,        1021,           0,        76.2,       0.489,       30.33,        1.04,     43.5071,     70.5098,    -2.92432,     18.4454,     23.0445,     3.71677,     18.9209,       23.59,      4.2068,     1.78022
2023-01-03,14:00+01:00,        0.901,       65.85,       21.83,     1019.24,        0.62,        87.1,           0,     19.3767,            ,      7.4949,      21.995,     5.30995,     25.5571,     33.7249,     2.52632,     2.19193,       19.37,        1022,           0,       68.92,         0.6,           0,       0.624,     43.3371,     65.6522,    -2.59676,     17.1855,     19.7431,     4.93895,     18.6287,      23.183,    -3.27977,     2.13617
2023-01-03,15:00+01:00,        0.771,     65.9301,       3.135,     1019.51,       1.443,       113.4,           0,     34.2912,            ,     6.65102,     39.0592,     2.78325,     34.4088,     39.9547,     9.78871,     4.46915,       2.505,        1022,           0,       78.33,       0.755,       117.1,       1.595,     46.3627,     51.6053,      7.6237,     25.6971,     26.7992,     5.10793,       26.48,     28.8068,     10.7825,     2.61205
2023-01-03,16:00+01:00,        0.976,       76.66,           0,     1019.48,       1.712,       135.2,           0,     28.5261,            ,      9.4968,     29.2758,     2.65127,            ,            ,     13.5478,     5.12479,           0,        1022,           0,        85.9,       0.791,       120.4,       1.283,     42.9223,     46.6163,     12.8392,     28.4215,     28.9283,     7.83252,      28.257,     30.2037,     15.8243,     3.01833
2023-01-03,17:00+01:00,        1.228,        80.9,           0,     1019.53,       2.166,       143.4,           0,     34.7863,            ,     8.16869,     35.1784,     2.27005,            ,            ,     9.60689,      4.2056,           0,        1022,           0,        88.9,       1.037,       113.2,       1.196,            ,            ,     13.9467,     22.0916,     23.6656,      7.3469,     30.8192,     32.3024,     16.2237,     4.00505
2023-01-03,18:00+01:00,         1.34,        85.2,           0,     1019.47,        2.59,       131.5,           0,      21.473,            ,     8.19096,     21.4183,     4.39874,     21.9106,     23.4844,     9.03625,     5.33755,           0,        1022,           0,        93.4,       1.121,       106.9,       0.877,     29.1469,     35.6338,     9.83351,     22.3923,      23.751,     5.00333,     24.5696,     25.3235,     12.5193,     3.03002
2023-01-03,19:00+01:00,        1.445,        88.9,           0,     1019.27,       2.254,       125.1,           0,     14.4928,            ,     8.68558,     14.0779,     4.13905,     18.3137,      19.983,      7.7488,     4.44196,           0,        1022,           0,        96.1,         1.4,       120.5,       1.719,     19.2694,     21.3494,     7.56745,     12.6794,     12.1309,     4.69643,     23.5061,      26.057,     11.5235,     2.98047
2023-01-03,20:00+01:00,        1.941,        92.7,           0,     1018.99,       1.686,       134.1,           0,     10.1166,            ,      7.7309,      9.6456,      4.7156,     11.8461,     12.0477,     8.24567,      4.8475,           0,        1021,           0,        98.7,       1.992,       113.7,       1.413,     14.8318,     14.3623,     8.25096,      12.849,     13.8639,      5.8265,     13.1752,     13.8495,     11.2105,     3.54815
2023-01-03,21:00+01:00,        2.289,        96.2,           0,     1018.61,       1.909,       144.3,           0,     9.28087,            ,     7.80968,     8.86859,     4.09335,     12.0148,     13.0526,     8.91008,     4.74305,           0,        1021,           0,        99.6,        2.35,       131.8,       1.939,     12.7127,     11.7105,     8.36682,     9.21594,     9.33357,     6.74918,     10.0956,     10.2956,     11.5342,      4.4567
2023-01-03,22:00+01:00,        2.356,        98.7,           0,     1018.23,       1.883,       155.3,           0,     11.3559,            ,     10.3133,     11.1069,     4.97493,     10.0936,     10.1584,     10.1952,      5.3586,           0,        1021,           0,        99.6,       2.241,       131.5,       1.899,     11.5038,     10.6595,     10.6738,     7.80686,     7.77509,     8.72614,      10.963,     11.9984,     14.3463,     5.72227
2023-01-03,23:00+01:00,        2.875,        99.7,           0,     1017.97,       2.005,       149.4,           0,     9.36913,            ,     16.2967,     8.95889,     9.36003,     9.95367,     10.1075,      7.7324,     4.56197,           0,        1020,           0,        99.6,       2.473,       122.9,       1.994,     9.62888,     8.37303,     7.01113,     6.64291,     6.13859,     7.85384,     8.24812,     8.31725,     10.6652,     5.89715
2023-01-03,24:00+01:00,        2.504,        99.9,           0,     1017.11,       2.605,       126.5,           0,      9.3356,            ,     9.49297,     8.75238,     4.52354,     10.1057,     10.1877,     5.79335,     3.34333,           0,        1020,           0,        99.6,        2.44,       121.4,       2.777,     10.7098,     9.65018,      5.2974,     6.56808,     7.31466,     6.62027,     8.55096,     8.51952,     8.63472,     5.16779
